19556,2024-11-18 09:03:22 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
11972,2024-11-18 09:03:22 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe optional,,"",,,,
19368,2024-11-18 09:03:23 UTC,ruby.exe,"ruby -e ""File.write('./test.txt', 'testing')""",C:/Users/jinnu/homework_assignment/test.txt,create,,,,
17720,2024-11-18 09:03:23 UTC,ruby.exe,"ruby -e ""File.open('./test.txt', 'a') { |file| file.puts 'modified' }""",C:/Users/jinnu/homework_assignment/test.txt,modify,,,,
17772,2024-11-18 09:03:23 UTC,ruby.exe,"ruby -e ""File.delete('./test.txt')""",C:/Users/jinnu/homework_assignment/test.txt,delete,,,,
17744,2024-11-18 09:46:28 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
1364,2024-11-18 09:46:28 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe optional,,"",,,,
6132,2024-11-18 09:46:28 UTC,ruby.exe,"ruby -e ""File.write('./test.txt', 'testing')""",C:/Users/jinnu/homework_assignment/test.txt,create,,,,
16728,2024-11-18 09:46:28 UTC,ruby.exe,"ruby -e ""File.open('./test.txt', 'a') { |file| file.puts 'modified' }""",C:/Users/jinnu/homework_assignment/test.txt,modify,,,,
5872,2024-11-18 09:46:29 UTC,ruby.exe,"ruby -e ""File.delete('./test.txt')""",C:/Users/jinnu/homework_assignment/test.txt,delete,,,,
103,2024-11-18 12:26:43 UTC,linux_hello_wor,./executables/linux_hello_world,,"",,,,
105,2024-11-18 12:26:43 UTC,linux_hello_wor,./executables/linux_hello_world optional,,"",,,,
107,2024-11-18 12:26:43 UTC,ruby,"ruby -e File.write('./test.txt', 'testing')",/mnt/c/Users/jinnu/homework_assignment/test.txt,create,,,,
109,2024-11-18 12:26:43 UTC,ruby,"ruby -e File.open('./test.txt', 'a') { |file| file.puts 'modified' }",/mnt/c/Users/jinnu/homework_assignment/test.txt,modify,,,,
111,2024-11-18 12:26:43 UTC,ruby,ruby -e File.delete('./test.txt'),/mnt/c/Users/jinnu/homework_assignment/test.txt,delete,,,,
6808,2024-11-18 10:13:23 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
5428,2024-11-18 10:13:23 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe optional,,"",,,,
16300,2024-11-18 10:13:24 UTC,ruby.exe,"ruby -e ""File.write('./test.txt', 'testing')""",C:/Users/jinnu/homework_assignment/test.txt,create,,,,
6528,2024-11-18 10:13:24 UTC,ruby.exe,"ruby -e ""File.open('./test.txt', 'a') { |file| file.puts 'modified' }""",C:/Users/jinnu/homework_assignment/test.txt,modify,,,,
19040,2024-11-18 10:13:24 UTC,ruby.exe,"ruby -e ""File.delete('./test.txt')""",C:/Users/jinnu/homework_assignment/test.txt,delete,,,,
18456,2024-11-18 10:14:24 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
9364,2024-11-18 10:14:24 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe optional,,"",,,,
10544,2024-11-18 10:14:24 UTC,ruby.exe,"ruby -e ""File.write('./test.txt', 'testing')""",C:/Users/jinnu/homework_assignment/test.txt,create,,,,
13348,2024-11-18 10:14:25 UTC,ruby.exe,"ruby -e ""File.open('./test.txt', 'a') { |file| file.puts 'modified' }""",C:/Users/jinnu/homework_assignment/test.txt,modify,,,,
12152,2024-11-18 10:14:25 UTC,ruby.exe,"ruby -e ""File.delete('./test.txt')""",C:/Users/jinnu/homework_assignment/test.txt,delete,,,,
16336,2024-11-18 10:16:05 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
12140,2024-11-18 10:16:05 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe optional,,"",,,,
2444,2024-11-18 10:16:05 UTC,ruby.exe,"ruby -e ""File.write('./test.txt', 'testing')""",C:/Users/jinnu/homework_assignment/test.txt,create,,,,
3584,2024-11-18 10:16:06 UTC,ruby.exe,"ruby -e ""File.open('./test.txt', 'a') { |file| file.puts 'modified' }""",C:/Users/jinnu/homework_assignment/test.txt,modify,,,,
19704,2024-11-18 10:16:06 UTC,ruby.exe,"ruby -e ""File.delete('./test.txt')""",C:/Users/jinnu/homework_assignment/test.txt,delete,,,,
1532,2024-11-18 10:16:22 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
21364,2024-11-18 10:16:22 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe optional,,"",,,,
1620,2024-11-18 10:16:22 UTC,ruby.exe,"ruby -e ""File.write('./test.txt', 'testing')""",C:/Users/jinnu/homework_assignment/test.txt,create,,,,
12760,2024-11-18 10:16:22 UTC,ruby.exe,"ruby -e ""File.open('./test.txt', 'a') { |file| file.puts 'modified' }""",C:/Users/jinnu/homework_assignment/test.txt,modify,,,,
18264,2024-11-18 10:16:23 UTC,ruby.exe,"ruby -e ""File.delete('./test.txt')""",C:/Users/jinnu/homework_assignment/test.txt,delete,,,,
12408,2024-11-18 10:16:44 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
9508,2024-11-18 10:16:44 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe optional,,"",,,,
2520,2024-11-18 10:16:44 UTC,ruby.exe,"ruby -e ""File.write('./test.txt', 'testing')""",C:/Users/jinnu/homework_assignment/test.txt,create,,,,
9812,2024-11-18 10:16:44 UTC,ruby.exe,"ruby -e ""File.open('./test.txt', 'a') { |file| file.puts 'modified' }""",C:/Users/jinnu/homework_assignment/test.txt,modify,,,,
5732,2024-11-18 10:16:45 UTC,ruby.exe,"ruby -e ""File.delete('./test.txt')""",C:/Users/jinnu/homework_assignment/test.txt,delete,,,,
13484,2024-11-18 10:27:39 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
21480,2024-11-18 10:27:39 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe optional,,"",,,,
19108,2024-11-18 10:27:39 UTC,ruby.exe,"ruby -e ""File.write('./test.txt', 'testing')""",C:/Users/jinnu/homework_assignment/test.txt,create,,,,
11716,2024-11-18 10:27:39 UTC,ruby.exe,"ruby -e ""File.open('./test.txt', 'a') { |file| file.puts 'modified' }""",C:/Users/jinnu/homework_assignment/test.txt,modify,,,,
7996,2024-11-18 10:27:40 UTC,ruby.exe,"ruby -e ""File.delete('./test.txt')""",C:/Users/jinnu/homework_assignment/test.txt,delete,,,,
19268,2024-11-18 10:28:28 UTC,windows_hello_world.exe,.\executables\windows_hello_world.exe,,"",,,,
